,Document directory,Format,Comic_title,Untranslated Title,Source Title,Author,Translator,Author_origin,Author_country (current),Global region,Country,Language,Original Language (Translations),Publisher,Genre ,"Comic ""style""",Audience,Demographic,Publication Date,Pages#,Chapters Qty,Chapter/Issue#,Completed,Description,Website,CCL,Permission,File,Notes,Country again,Title again,Spacer,MAST Notes,Uploaded to MAST,1.1: Panels & Panels,1.2: Characters,1.2.1 Gender,1.3: Carriers,2.1: Framing,2.2: Continuity Annotations,2.2: Continuity Relations,2.3: Motion Events,2.4: ICS,2.5: Character Emotions,2.5.1 Panel Emotions,2.6 Panel Templates,2.7 Panel Borders,2.8 POV,2.9 Onoma,3.1 Situation,3.2 Depth,3.3 Gesture
MS,,Comic magazine,Tajemnica kipu. Zasadzka (Part 3),Tajemnica kipu. Zasadzka (Part 3),Relax #25,"Elżbieta Dobrzyńska, Marek Szyszko",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""","History, Adventure",,Everyone,,1979,6,1,1,,,,,Private,25_Nr.02 - 1979.pdf,,Poland,Tajemnica kipu. Zasadzka (Part 3),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,"Tam, gdzie słońce zachodzi seledynowo","Tam, gdzie słońce zachodzi seledynowo",Relax #11,"Waldemar Andrzejewski, Stefan Weinfeld",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,Everyone,,1977,6,1,1,,,,,Private,12_Nr.11 - 1977.pdf,,Poland,"Tam, gdzie słońce zachodzi seledynowo",2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Wolność mieszka w górach,Wolność mieszka w górach,Relax #7,"Jerzy Wróblewski, Knab",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Action,,Adult,,1977,6,1,1,,,,,Private,07_Nr.06 - 1977.pdf,,Poland,Wolność mieszka w górach,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Wywiadowca XX wieku. Finał (Part 6),Wywiadowca XX wieku. Finał (Part 6),Relax #18,"Jerzy Wróblewski, Barbara Sokalówna, Jerzy Uśpieński",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",History,,Adult,,1978,6,1,1,,,,,Private,18_Nr.05 - 1978.pdf,,Poland,Wywiadowca XX wieku. Finał (Part 6),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Zdrada,Zdrada,Relax #7,"Grzegorz Rosiński, Leszek Moczulski",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""","History, Adventure",Superhero,Everyone,,1977,6,1,1,,,,,Private,07_Nr.06 - 1977.pdf,,Poland,Zdrada,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Droz,Droz,ALFA 4,"Ryszard Siwanowicz, Andrzej Barecki",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""","History, Adventure",,,,1978,7,1,1,,,,,Private,ALFA #4.pdf,,Poland,Droz,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Klęska Wikinga,Klęska Wikinga,Relax #3,"Szymon Kobyliński, Grzegorz Rosiński",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""","History, Adventure",Superhero,Everyone,,1976,7,1,1,,,,,Private,03_Nr.02 - 1977.pdf,,Poland,Klęska Wikinga,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Lew z brązu,Lew z brązu,Relax #20,"Marek Szyszko, Maria Olszewska",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""","History, Adventure",,Everyone,,1978,7,1,1,,,,,Private,20_Nr.07 - 1978.pdf,,Poland,Lew z brązu,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Tajemniczy rejs. Porucznik Ewicz (Part 3),Tajemniczy rejs. Porucznik Ewicz (Part 3),Relax #21,"Janusz Christa, Adam Kołodziejczyk",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Adventure,Cartoony,Everyone,,1978,7,1,1,,,,,Private,21_Nr.08 - 1978.pdf,,Poland,Tajemniczy rejs. Porucznik Ewicz (Part 3),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Tajemniczy rejs. Profesor Mixtur w niebezpieczeństwie (Part 1),Tajemniczy rejs. Profesor Mixtur w niebezpieczeństwie (Part 1),Relax #19,"Janusz Christa, Adam Kołodziejczyk",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Adventure,Cartoony,Everyone,,1978,7,1,1,,,,,Private,19_Nr.06 - 1978.pdf,,Poland,Tajemniczy rejs. Profesor Mixtur w niebezpieczeństwie (Part 1),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Tajemniczy rejs. Śladem porywaczy (Part 2),Tajemniczy rejs. Śladem porywaczy (Part 2),Relax #20,"Janusz Christa, Adam Kołodziejczyk",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Adventure,Cartoony,Everyone,,1978,7,1,1,,,,,Private,20_Nr.07 - 1978.pdf,,Poland,Tajemniczy rejs. Śladem porywaczy (Part 2),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Tajemniczy rejs. W zatoce piranii (Part 4),Tajemniczy rejs. W zatoce piranii (Part 4),Relax #22,"Janusz Christa, Adam Kołodziejczyk",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Adventure,Cartoony,Everyone,,1978,7,1,1,,,,,Private,22_Nr.09 - 1978.pdf,,Poland,Tajemniczy rejs. W zatoce piranii (Part 4),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Założyciel cywilizacji,Założyciel cywilizacji,ALFA 3,"K. W. Malinowski, Zofia PanasiUnited Kingdom",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,,,1977,7,1,1,,,,,Private,ALFA #3.pdf,,Poland,Założyciel cywilizacji,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Barykada na Woli,Barykada na Woli,Relax #12,"Witold Parzydło, Andrzej Szomański",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",History,,Everyone,,1977,8,1,1,,,,,Private,12_Nr.11 - 1977.pdf,,Poland,Barykada na Woli,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Piętnaście istnień,Piętnaście istnień,Relax #5,"Karol Saudek, Stanisław Majewski",,"Czechoslovakia, Poland","Czech Republic, Poland",Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",History,,Adult,,1977,8,1,1,,,,,Private,05_Nr.04 - 1977.pdf,,Poland,Piętnaście istnień,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Pojedynek,Pojedynek,Relax #30,"Grzegorz Rosiński, Stefan Weinfeld",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,Everyone,,1981,8,1,1,,,,,Private,30_Nr.01 - 1981.pdf,,Poland,Pojedynek,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Zamach (Part 1),Zamach (Part 1),Relax #2,"Karol Saudek, Jan Saudek",,Czechslovakia,Czech Republic,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",History,,Adult,,1976,8,1,1,,,,,Private,02_Nr.01 - 1977.pdf,,Poland,Zamach (Part 1),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Zasadzka,Zasadzka,Relax #4,"Grzegorz Rosiński, Leszek Moczulski",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""","History, Adventure",Superhero,Everyone,,1977,8,1,1,,,,,Private,04_Nr.03 - 1977.pdf,,Poland,Zasadzka,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Andrus i Robik (Part 1),Andrus i Robik. Odcinek 1,ALFA 1,"Ryszard Jedyny, Zofia PanasiUnited Kingdom",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,Cartoony,,,1976,9,1,1,,,,,Private,ALFA #1.pdf,,Poland,Andrus i Robik (Part 1),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Andrus i Robik (Part 2),Andrus i Robik. Odcinek 2,ALFA 2,"Ryszard Jedyny, Zofia PanasiUnited Kingdom",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,Cartoony,,,1976,9,1,1,,,,,Private,ALFA #2.pdf,,Poland,Andrus i Robik (Part 2),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Ogień na sawannie,Ogień na sawannie,Relax #3,unknown,,unknown,unknown,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",History,Superhero,Adult,,1976,9,1,1,,,,,Private,03_Nr.02 - 1977.pdf,,Poland,Ogień na sawannie,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Zemsta. W służbie galaktycznej (Part 4),Zemsta. W służbie galaktycznej Cz. 4,ALFA 4,"Tadeusz Lech, Grzegorz Rosiński",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,Superhero,,,1978,15,1,1,,,,,Private,ALFA #4.pdf,,Poland,Zemsta. W służbie galaktycznej (Part 4),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Głowa,Głowa,ALFA 6,"M. Borkowski, Bogumił ŁUnited Kingdomaszewski",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,,,1981,17,1,1,,,,,Private,ALFA #6.pdf,,Poland,Głowa,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Inwazja. W służbie galaktycznej (Part 5),Inwazja. W służbie galaktycznej Cz. 5,ALFA 5,"Jerzy Majewski, Tadeusz Lech",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,,,1980,17,1,1,,,,,Private,ALFA #5.pdf,,Poland,Inwazja. W służbie galaktycznej (Part 5),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Dziwne zdarzenia,Dziwne zdarzenia,ALFA 6,"Stanisław Kryczyński, Jerzy Majewski",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,,,1981,18,1,1,,,,,Private,ALFA #6.pdf,,Poland,Dziwne zdarzenia,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Najważniejszy powrót,Najważniejszy powrót,ALFA 7,"Stanisław Plebański, Henryk Laskowski",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,,,1985,18,1,1,,,,,Private,ALFA #7.pdf,,Poland,Najważniejszy powrót,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Pogoń. W służbie galaktycznej (Part 3),Pogoń. W służbie galaktycznej Cz. 3,ALFA 3,"Tadeusz Lech, Grzegorz Rosiński",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,Superhero,,,1977,20,1,1,,,,,Private,ALFA #3.pdf,,Poland,Pogoń. W służbie galaktycznej (Part 3),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Wojna światów,Wojna światów,ALFA 4,"J. Milczarek, W. Andrzejewski",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,,,1978,20,1,1,,,,,Private,ALFA #4.pdf,"Based on H. G. Wells's ""The War of the Worlds""",Poland,Wojna światów,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Wehikuł czasu,Wehikuł czasu,ALFA 3,"Antoni Wolski, Waldemar Andrzejewski",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,,,1977,22,1,1,,,,,Private,ALFA #3.pdf,"Based on H. G. Wells's ""The Time Machine""",Poland,Wehikuł czasu,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Zamek Czarnego Barona. W służbie galaktycznej (Part 2),Zamek Czarnego Barona. W służbie galaktycznej Cz. 2,ALFA 2,"Janusz Stanny, Tadeusz Lech",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,,,1976,23,1,1,,,,,Private,ALFA #2.pdf,,Poland,Zamek Czarnego Barona. W służbie galaktycznej (Part 2),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,3 przygody Sherlocka Bombla,3 przygody Sherlocka Bombla,,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Interpress,"Humor, Adventure",Cartoony,Everyone,,1984,24,1,1,,,,,Private,TADEUSZ BARANOWSKI #3 - 3 PRZYGODY SHERLOCKA BOMBLA.pdf,,Poland,3 przygody Sherlocka Bombla,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Egzamin. W służbie galaktycznej (Part 1),Egzamin. W służbie galaktycznej Cz. 1,ALFA 1,"Janusz Stanny, Tadeusz Lech",,Poland,Poland,Europe,Poland,Polish,,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,,,1976,24,1,1,,,,,Private,ALFA #1.pdf,,Poland,Egzamin. W służbie galaktycznej (Part 1),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,"Ecie-pecie o wszechświecie, wynalazku i komecie (Part 1)","Ecie-pecie o wszechświecie, wynalazku i komecie. Część I",,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Story,"Humor, Adventure",Cartoony,Everyone,,1990,35,1,1,,,,,Private,"TADEUSZ BARANOWSKI #8 - ECIE - PECIE O WSZECHŚWIECIE, WYNALAZKU I KOMECIE cz.I.pdf",,Poland,"Ecie-pecie o wszechświecie, wynalazku i komecie (Part 1)",2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,"Ecie-pecie o wszechświecie, wynalazku i komecie (Part 2)","Ecie-pecie o wszechświecie, wynalazku i komecie. Część II",,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Story,"Humor, Adventure",Cartoony,Everyone,,1990,35,1,1,,,,,Private,"TADEUSZ BARANOWSKI #9 - ECIE-PECIE O WSZECHŚWIECIE, WYNALAZKU I KOMECIE cz.II.pdf",,Poland,"Ecie-pecie o wszechświecie, wynalazku i komecie (Part 2)",2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Skąd się bierze woda sodowa,Skąd się bierze woda sodowa,,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Młodzieżowa Agencja Wydawnicza,"Humor, Adventure",Cartoony,Everyone,,1982,41,1,1,,,,,Private,TADEUSZ BARANOWSKI #1 - SKĄD SIĘ BIERZE WODA SODOWA.pdf,,Poland,Skąd się bierze woda sodowa,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Wiedźmin: Droga bez powrotu,Wiedźmin: Droga bez powrotu,,"Bogusław Polch, Andrzej Sapkowski, Maciej Parowski",,Poland,Poland,Europe,Poland,Polish,,Prószyński i S-ka,"Fantasy, Action, Adventure",Superhero,,,1993,47,1,1,,,,,Private,DROGA BEZ POWROTU - WIEDŹMIN KOMIKS.ZIP,Based on Andrzej Sapkowski's stories about the Witcher,Poland,Wiedźmin: Droga bez powrotu,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Wiedźmin: Geralt,Wiedźmin: Geralt,,"Bogusław Polch, Andrzej Sapkowski, Maciej Parowski",,Poland,Poland,Europe,Poland,Polish,,Prószyński i S-ka,"Fantasy, Action, Adventure",Superhero,,,1993,47,1,1,,,,,Private,GERALT - WIEDŹMIN KOMIKS.zip,Based on Andrzej Sapkowski's stories about the Witcher,Poland,Wiedźmin: Geralt,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Wiedźmin: Mniejsze zło,Wiedźmin: Mniejsze zło,,"Bogusław Polch, Andrzej Sapkowski, Maciej Parowski",,Poland,Poland,Europe,Poland,Polish,,Prószyński i S-ka,"Fantasy, Action, Adventure",Superhero,,,1993,47,1,1,,,,,Private,MNIEJSZE ZŁO - WIEDŹMIN KOMIKS.zip,Based on Andrzej Sapkowski's stories about the Witcher,Poland,Wiedźmin: Mniejsze zło,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Wiedźmin: Zdrada,Wiedźmin: Zdrada,,"Bogusław Polch, Andrzej Sapkowski, Maciej Parowski",,Poland,Poland,Europe,Poland,Polish,,Prószyński i S-ka,"Fantasy, Action, Adventure",Superhero,,,1995,47,1,1,,,,,Private,ZDRADA - WIEDŹMIN KOMIKS.zip,Based on Andrzej Sapkowski's stories about the Witcher,Poland,Wiedźmin: Zdrada,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Historia wyssana z sopla lodu,Historia wyssana z sopla lodu,,"Tadeusz Baranowski, Jean Dufaux",,"Poland, Belgium","Poland, Belgium",Europe,Poland,Polish,,Unipress,"Humor, Adventure",Cartoony,Everyone,,1991,49,3,3,,,,,Private,TADEUSZ BARANOWSKI #10 - HISTORIA WYSSANA Z SOPLA LODU.pdf,,Poland,Historia wyssana z sopla lodu,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,"To dopiero kiepska sprawa, kiedy bestia się pojawia","To dopiero kiepska sprawa, kiedy bestia się pojawia",,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Rok Corporation,"Humor, Adventure",Cartoony,Everyone,,1990,50,1,1,,,,,Private,TADEUSZ BARANOWSKI #11 -  TO DOPRAWDY KIEPSKA SPRAWA KIEDY BESTIA SIĘ POJAWIA.pdf,,Poland,"To dopiero kiepska sprawa, kiedy bestia się pojawia",2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,O zmroku,O zmroku,,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Kultura Gniewu,"Humor, Adventure",Cartoony,Everyone,,2005,51,1,1,,,,,Private,TADEUSZ BARANOWSKI #14 - O ZMROKU.pdf,,Poland,O zmroku,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Orient Men: Forever na zawsze,Orient Men: Forever na zawsze,,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Egmont Polska,"Humor, Adventure",Cartoony,Everyone,,2002,51,1,1,,,,,Private,TADEUSZ BARANOWSKI #12 - FOREVER ORIENT MEN.pdf,,Poland,Orient Men: Forever na zawsze,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Porady Praktycznego Pana,Porady Praktycznego Pana,,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Egmont Polska,"Humor, Adventure",Cartoony,Everyone,,2003,51,1,1,,,,,Private,TADEUSZ BARANOWSKI #13 - PORADY PRAKTYCZNEGO PANA.pdf,,Poland,Porady Praktycznego Pana,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Na co dybie w wielorybie czubek nosa Eskimosa,Na co dybie w wielorybie czubek nosa Eskimosa,,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Młodzieżowa Agencja Wydawnicza,"Humor, Adventure",Cartoony,Everyone,,1985,56,2,2,,,,,Private,TADEUSZ BARANOWSKI #2 - NA CO DYBIE W WIELORYBIE CZUBEK NOSA ESKIMOSA.pdf,,Poland,Na co dybie w wielorybie czubek nosa Eskimosa,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Przepraszam remanent,Przepraszam remanent,,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Bea,"Humor, Adventure",Cartoony,Everyone,,1990,66,8,8,,,,,Private,TADEUSZ BARANOWSKI #7 - PRZEPRASZAM REMANENT.pdf,,Poland,Przepraszam remanent,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Podróż smokiem Diplodokiem,Podróż smokiem Diplodokiem,,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Młodzieżowa Agencja Wydawnicza,"Humor, Adventure",Cartoony,Everyone,,1986,67,9,9,,,,,Private,TADEUSZ BARANOWSKI #5 - PODRÓŻ SMOKIEM DIPLODOKIEM.pdf,,Poland,Podróż smokiem Diplodokiem,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Antresolka Profesorka Nerwosolka,Antresolka Profesorka Nerwosolka,,Tadeusz Baranowski,,Poland,Poland,Europe,Poland,Polish,,Młodzieżowa Agencja Wydawnicza,"Humor, Adventure",Cartoony,Everyone,,1985,68,2,2,,,,,Private,TADEUSZ BARANOWSKI #4 - ANTRESOLKA PROFESORKA NERWOSOLKA.pdf,,Poland,Antresolka Profesorka Nerwosolka,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic book,Jak ciotka Fru-Bęc uratowała świat od zagłady,Jak ciotka Fru-Bęc uratowała świat od zagłady,,"Tadeusz Baranowski, Anna Baranowska",,Poland,Poland,Europe,Poland,Polish,,DHW Akapit,"Humor, Adventure",Cartoony,Everyone,,1989,98,1,1,,,,,Private,TADEUSZ BARANOWSKI #6 -  JAK CIOTKA FRU-BĘC URATOWAŁA ŚWIAT OD ZAGŁADY.pdf,,Poland,Jak ciotka Fru-Bęc uratowała świat od zagłady,2,,,,,,,,,,,,,,,,,,,,
NC,,Comic book,Ndaw,,,Juni Ba,,Senegal,France,Africa,Senegal,English,,Kugali Media,Science Fiction,,Everyone,,2017,25,1,1,,,,,Sharing,Ndaw - Juni Ba.pdf,,Senegal,Ndaw,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic magazine,Cat Claw: Mačkenbal!,,EKS almanah #518,Branislav Kerac,,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Dečje novine,"Superhero, Parody",Superhero,Teen/Adult,,1988,8,,Issue #17,,,,,,Ep. 17 - Mačkenbal!.pdf,,Serbia,Cat Claw: Mačkenbal!,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic book,Cat Claw: Cat-aclysm!,,,Branislav Kerac,,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Branislav Kerac,"Superhero, Parody",Superhero,Teen/Adult,,1990,10,,Issue #25,,,,,,Ep. 25 - Cat-aclysm!.pdf,,Serbia,Cat Claw: Cat-aclysm!,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic magazine,Cat Claw: Cat-astrophe,,EKS almanah #484,Branislav Kerac,,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Dečje novine,"Superhero, Parody",Superhero,Teen/Adult,,1986,10,,Issue #10,,,,,,Ep. 10 - Cat-astrophe.pdf,,Serbia,Cat Claw: Cat-astrophe,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic magazine,Cat Claw: Catbreak ridge!,,EKS almanah #537,Branislav Kerac,,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Dečje novine,"Superhero, Parody",Superhero,Teen/Adult,,1988,10,,Issue #18,,,,,,Ep. 18 - Catbreak ridge!.pdf,,Serbia,Cat Claw: Catbreak ridge!,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic magazine,Cat Claw: Catch as cat can,,YU strip #47,"Branislav Kerac (artist), Slavko Draginčić (writer)",,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Dečje novine,"Superhero, Parody",Superhero,Teen/Adult,,1982,10,,Issue #6,,,,,,Ep. 6 - Catch as cat can.pdf,,Serbia,Cat Claw: Catch as cat can,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic magazine,Cat Claw: Catmare on the Oak street!,,EKS almanah #517,Branislav Kerac,,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Dečje novine,"Superhero, Parody",Superhero,Teen/Adult,,1987,10,,Issue #16,,,,,,Ep. 16 - Catmare on the Oak street!.pdf,,Serbia,Cat Claw: Catmare on the Oak street!,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic magazine,Cat Claw: Catminator!,,EKS almanah #509,Branislav Kerac,,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Dečje novine,"Superhero, Parody",Superhero,Teen/Adult,,1987,10,,Issue #15,,,,,,Ep. 15 - Catminator!.pdf,,Serbia,Cat Claw: Catminator!,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic magazine,Cat Claw: Čuvaj mijo rep!,,EKS almanah #503,Branislav Kerac,,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Dečje novine,"Superhero, Parody",Superhero,Teen/Adult,,1986,10,,Issue #11,,,,,,Ep. 11 - Čuvaj mijo rep!.pdf,,Serbia,Cat Claw: Čuvaj mijo rep!,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic book,Cat Claw: Deathbringer,,,Branislav Kerac,,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Branislav Kerac,"Superhero, Parody",Superhero,Teen/Adult,,1989,10,,Issue #22,,,,,,Ep. 22 - Deathbringer.pdf,,Serbia,Cat Claw: Deathbringer,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic magazine,Cat Claw: Došla cica na kolica!,,YU strip #71,"Branislav Kerac (artist), Slavko Draginčić (writer)",,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Dečje novine,"Superhero, Parody",Superhero,Teen/Adult,,1984,10,,Issue #8,,,,,,Ep. 8 - Došla cica na kolica!.pdf,,Serbia,Cat Claw: Došla cica na kolica!,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic book,Cat Claw: Ewery which cat bbut looose,,,Branislav Kerac,,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Branislav Kerac,"Superhero, Parody",Superhero,Teen/Adult,,1989,10,,Issue #21,,,,,,Ep. 21 - Ewery which cat bbut looose.pdf,,Serbia,Cat Claw: Ewery which cat bbut looose,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic book,Cat Claw: Hell's cat,,,Branislav Kerac,,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Branislav Kerac,"Superhero, Parody",Superhero,Teen/Adult,,1990,10,,Issue #26,,,,,,Ep. 26 - Hell's cat.pdf,,Serbia,Cat Claw: Hell's cat,2,,,,,,,,,,,,,,,,,,,,
MT,,Comic magazine,Cat Claw: Ide maca oko tebe,,YU strip #45,"Branislav Kerac (artist), Slavko Draginčić (writer)",,Yugoslavia,Serbia,Europe,Serbia,Serbian,,Dečje novine,"Superhero, Parody",Superhero,Teen/Adult,,1982,10,,Issue #5,,,,,,Ep. 5 - Ide maca oko tebe.pdf,,Serbia,Cat Claw: Ide maca oko tebe,2,,,,,,,,,,,,,,,,,,,,
